"Genus"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Bdellovibrio"	910.304144089388	-29.787211067308	2.66499859847534	-11.1771957720163	5.27299104023458e-29	3.16379462414075e-26
"Bifidobacterium"	366718.601551177	-2.43818164748319	0.436847701281569	-5.5813081774961	2.38716234614197e-08	4.77432469228394e-06
"Simonsiella"	7346.28340858007	-1.21344274001307	0.499153251455571	-2.43100237547201	0.0150571158411848	0.0428164431502886
"Kingella"	6015.5862776805	-1.1515963186002	0.477870721606234	-2.40984907953646	0.0159591206787192	0.0451008112344208
"Candidatus.Carsonella"	23.90921982067	-1.00947349821646	0.284716276719434	-3.54554193335147	0.000391806642523203	0.00340701428281046
"Lysinibacillus"	18889.7831501108	-0.562065490151581	0.20802371439564	-2.70192988229501	0.00689382988693766	0.0247548504124609
"Gardnerella"	12801.088677943	-0.556496644239949	0.18515681264889	-3.00554236313856	0.0026510766406796	0.0122357383415982
"Bulleidia"	12577.7812066725	-0.515595542736762	0.159650061497038	-3.22953550973939	0.00123991482510972	0.00682521922078744
"Pseudoramibacter"	15133.4238642427	-0.486185135307038	0.120325453996792	-4.04058425842301	5.33182043434744e-05	0.00147380121931775
"Parascardovia"	3821.974330789	-0.47391533221989	0.173206260958918	-2.73613280256824	0.00621659320374791	0.0228831651671702
"Olsenella"	26089.1101990052	-0.417946559611667	0.164368578015087	-2.5427400094275	0.010998703466925	0.0332747460030072
"Mesoplasma"	3140.03527385863	-0.400138838756756	0.100282128021572	-3.99013110960989	6.60367816125296e-05	0.00152853493185678
"Fibrobacter"	53889.1960790952	-0.365281527835981	0.101121507262869	-3.61230303743811	0.000303489607709095	0.00321104272132277
"Scardovia"	2425.51054859303	-0.336370427711012	0.128164358217984	-2.62452395024604	0.00867701898519991	0.0286055570940656
"Candidatus.Phytoplasma"	6247.34707565086	-0.335478866131424	0.0750993331021737	-4.46713508993482	7.92740737876278e-06	0.000475644442725767
"Bacillus"	771183.869406199	-0.328858584349318	0.129392775153587	-2.54155291096408	0.0110361240909974	0.0332747460030072
"Mycoplasma"	23331.9243783211	-0.310104145316296	0.0736271611894054	-4.21181721944373	2.53324490725973e-05	0.000826329204345993
"Tropheryma"	955.438106254534	-0.306418797917523	0.114468404146182	-2.67688538337803	0.00743100508830741	0.0256769665978855
"Erysipelothrix"	7548.08517257641	-0.288588871827055	0.0769637858014485	-3.7496709500694	0.000177066756789298	0.00266968824326745
"Catenibacterium"	29388.0039569921	-0.25757658798778	0.107180379483049	-2.40320653117782	0.0162520057766785	0.0451444604907736
"unclassified..derived.from.Clostridiales.Family.XI..Incertae.Sedis."	8298.18684322678	-0.253331055214787	0.0440613823275523	-5.74950312115775	8.95061009152042e-09	2.68518302745613e-06
